transaction_reference,property_full_address,property_state,transaction_type,transaction_start_date,date_of_transaction,closing_date,status,listing_price,final_price,legal_fees,other_expenses,participant_type,participant_email,participant_name,participant_role,commission_amount
T-CT-2021-0156,"786 Lauren Junctions, Greenwich, CT",CT,Rent,2021-04-11,2021-05-07,2021-05-15,rented,4471.66,4536.98,2667.4,1028.87,Client,chris.brewer3109@example.com,"Brewer, Chris",Tenant,
T-CT-2021-0156,"786 Lauren Junctions, Greenwich, CT",CT,Rent,2021-04-11,2021-05-07,2021-05-15,rented,4471.66,4536.98,2667.4,1028.87,Client,mark.snow7495@example.com,"Snow, Mark",Tenant,
T-CT-2021-0054,"606 Nancy Spur, Bridgeport, CT",CT,Sale,2021-04-18,2021-05-10,,cancelled sale,755658.28,,,,Agent,tina.ramirez1373@dreamhomes.com,"Ramirez, Tina",Buyer Agent,
T-CT-2021-0054,"606 Nancy Spur, Bridgeport, CT",CT,Sale,2021-04-18,2021-05-10,,cancelled sale,755658.28,,,,Agent,jennifer.tran397@dreamhomes.com,"Tran, Jennifer",Seller Agent,
T-CT-2021-0054,"606 Nancy Spur, Bridgeport, CT",CT,Sale,2021-04-18,2021-05-10,,cancelled sale,755658.28,,,,Client,jesse.kane9072@example.com,"Kane, Jesse",Buyer,
T-CT-2021-0054,"606 Nancy Spur, Bridgeport, CT",CT,Sale,2021-04-18,2021-05-10,,cancelled sale,755658.28,,,,Client,travis.robinson7859@example.com,"Robinson, Travis",Buyer,
T-CT-2021-0054,"606 Nancy Spur, Bridgeport, CT",CT,Sale,2021-04-18,2021-05-10,,cancelled sale,755658.28,,,,Client,sarah.armstrong4883@example.com,"Armstrong, Sarah",Seller,
T-CT-2021-0159,"810 Johns Ports, Greenwich, CT",CT,Rent,2021-03-28,2021-05-14,,cancelled rental,3788.47,,,,Agent,joshua.best1119@dreamhomes.com,"Best, Joshua",Landlord Agent,
T-CT-2021-0159,"810 Johns Ports, Greenwich, CT",CT,Rent,2021-03-28,2021-05-14,,cancelled rental,3788.47,,,,Agent,tina.ramirez1373@dreamhomes.com,"Ramirez, Tina",Tenant Agent,
T-CT-2021-0159,"810 Johns Ports, Greenwich, CT",CT,Rent,2021-03-28,2021-05-14,,cancelled rental,3788.47,,,,Client,sarah.armstrong4883@example.com,"Armstrong, Sarah",Landlord,
T-CT-2021-0159,"810 Johns Ports, Greenwich, CT",CT,Rent,2021-03-28,2021-05-14,,cancelled rental,3788.47,,,,Client,cassandra.collins9638@example.com,"Collins, Cassandra",Tenant,
T-NJ-2021-0046,"444 Ryan Dale, Hoboken, NJ",NJ,Sale,2021-05-11,2021-06-01,2021-07-12,sold,1022608.86,1047407.42,1436.41,423.63,Agent,julia.roberson8712@dreamhomes.com,"Roberson, Julia",Buyer Agent,33228.52
T-NJ-2021-0046,"444 Ryan Dale, Hoboken, NJ",NJ,Sale,2021-05-11,2021-06-01,2021-07-12,sold,1022608.86,1047407.42,1436.41,423.63,Agent,bryan.riddle4780@dreamhomes.com,"Riddle, Bryan",Seller Agent,29035.99
T-NJ-2021-0046,"444 Ryan Dale, Hoboken, NJ",NJ,Sale,2021-05-11,2021-06-01,2021-07-12,sold,1022608.86,1047407.42,1436.41,423.63,Client,kyle.hall3355@example.com,"Hall, Kyle",Buyer,
T-NJ-2021-0046,"444 Ryan Dale, Hoboken, NJ",NJ,Sale,2021-05-11,2021-06-01,2021-07-12,sold,1022608.86,1047407.42,1436.41,423.63,Client,chris.brewer3109@example.com,"Brewer, Chris",Buyer,
T-NJ-2021-0046,"444 Ryan Dale, Hoboken, NJ",NJ,Sale,2021-05-11,2021-06-01,2021-07-12,sold,1022608.86,1047407.42,1436.41,423.63,Client,melissa.ross1428@example.com,"Ross, Melissa",Seller,
T-NJ-2021-0050,"528 Jose Radial, Hoboken, NJ",NJ,Sale,2021-05-29,2021-06-05,,expired,775688.01,,,,Agent,julia.roberson8712@dreamhomes.com,"Roberson, Julia",Buyer Agent,
T-NJ-2021-0050,"528 Jose Radial, Hoboken, NJ",NJ,Sale,2021-05-29,2021-06-05,,expired,775688.01,,,,Agent,karen.clark2103@dreamhomes.com,"Clark, Karen",Seller Agent,
T-NJ-2021-0050,"528 Jose Radial, Hoboken, NJ",NJ,Sale,2021-05-29,2021-06-05,,expired,775688.01,,,,Client,michele.ramirez8429@example.com,"Ramirez, Michele",Seller,
T-CT-2021-0062,"701 Tracy Ports, Bridgeport, CT",CT,Sale,2021-06-07,2021-06-20,2021-07-30,sold,746233.45,780603.7,2670.69,356.25,Agent,jennifer.tran397@dreamhomes.com,"Tran, Jennifer",Buyer Agent,16862.47
T-CT-2021-0062,"701 Tracy Ports, Bridgeport, CT",CT,Sale,2021-06-07,2021-06-20,2021-07-30,sold,746233.45,780603.7,2670.69,356.25,Agent,tina.ramirez1373@dreamhomes.com,"Ramirez, Tina",Seller Agent,17467.48
T-CT-2021-0062,"701 Tracy Ports, Bridgeport, CT",CT,Sale,2021-06-07,2021-06-20,2021-07-30,sold,746233.45,780603.7,2670.69,356.25,Client,sarah.armstrong4883@example.com,"Armstrong, Sarah",Buyer,
T-CT-2021-0062,"701 Tracy Ports, Bridgeport, CT",CT,Sale,2021-06-07,2021-06-20,2021-07-30,sold,746233.45,780603.7,2670.69,356.25,Client,eric.silva9746@example.com,"Silva, Eric",Buyer,
T-CT-2021-0062,"701 Tracy Ports, Bridgeport, CT",CT,Sale,2021-06-07,2021-06-20,2021-07-30,sold,746233.45,780603.7,2670.69,356.25,Client,valerie.peterson3420@example.com,"Peterson, Valerie",Seller,
T-NY-2021-0056,"338 Clark Mountains, Brooklyn, NY",NY,Sale,2021-05-23,2021-06-22,,expired,1279982.68,,,,Agent,stanley.mooney4062@dreamhomes.com,"Mooney, Stanley",Buyer Agent,
T-NY-2021-0056,"338 Clark Mountains, Brooklyn, NY",NY,Sale,2021-05-23,2021-06-22,,expired,1279982.68,,,,Agent,crystal.powell2551@dreamhomes.com,"Powell, Crystal",Seller Agent,
T-NY-2021-0056,"338 Clark Mountains, Brooklyn, NY",NY,Sale,2021-05-23,2021-06-22,,expired,1279982.68,,,,Client,mark.snow7495@example.com,"Snow, Mark",Seller,
T-NY-2021-0053,"307 Candice Center, New York, NY",NY,Sale,2021-06-01,2021-06-29,,pending sale,1325198.06,,,,Agent,frank.preston2605@dreamhomes.com,"Preston, Frank",Buyer Agent,
T-NY-2021-0053,"307 Candice Center, New York, NY",NY,Sale,2021-06-01,2021-06-29,,pending sale,1325198.06,,,,Agent,angela.woods7376@dreamhomes.com,"Woods, Angela",Seller Agent,
T-NY-2021-0053,"307 Candice Center, New York, NY",NY,Sale,2021-06-01,2021-06-29,,pending sale,1325198.06,,,,Client,catherine.payne4177@example.com,"Payne, Catherine",Buyer,
T-NY-2021-0053,"307 Candice Center, New York, NY",NY,Sale,2021-06-01,2021-06-29,,pending sale,1325198.06,,,,Client,cassandra.collins9638@example.com,"Collins, Cassandra",Buyer,
T-NY-2021-0053,"307 Candice Center, New York, NY",NY,Sale,2021-06-01,2021-06-29,,pending sale,1325198.06,,,,Client,sarah.armstrong4883@example.com,"Armstrong, Sarah",Seller,
T-CT-2021-0061,"749 David Mill, Greenwich, CT",CT,Sale,2021-06-06,2021-07-02,,pending sale,847949.54,,,,Agent,jennifer.tran397@dreamhomes.com,"Tran, Jennifer",Buyer Agent,
T-CT-2021-0061,"749 David Mill, Greenwich, CT",CT,Sale,2021-06-06,2021-07-02,,pending sale,847949.54,,,,Agent,katherine.miller6806@dreamhomes.com,"Miller, Katherine",Seller Agent,
T-CT-2021-0061,"749 David Mill, Greenwich, CT",CT,Sale,2021-06-06,2021-07-02,,pending sale,847949.54,,,,Client,blake.miller5098@example.com,"Miller, Blake",Buyer,
T-CT-2021-0061,"749 David Mill, Greenwich, CT",CT,Sale,2021-06-06,2021-07-02,,pending sale,847949.54,,,,Client,cassandra.collins9638@example.com,"Collins, Cassandra",Buyer,
T-CT-2021-0061,"749 David Mill, Greenwich, CT",CT,Sale,2021-06-06,2021-07-02,,pending sale,847949.54,,,,Client,travis.robinson7859@example.com,"Robinson, Travis",Seller,
T-NY-2021-0154,"212 Jenny Brooks, Long Island City, NY",NY,Rent,2021-05-30,2021-07-04,,pending rental,6327.45,,,,Agent,angela.woods7376@dreamhomes.com,"Woods, Angela",Landlord Agent,
T-NY-2021-0154,"212 Jenny Brooks, Long Island City, NY",NY,Rent,2021-05-30,2021-07-04,,pending rental,6327.45,,,,Agent,erica.rogers3495@dreamhomes.com,"Rogers, Erica",Tenant Agent,
T-NY-2021-0154,"212 Jenny Brooks, Long Island City, NY",NY,Rent,2021-05-30,2021-07-04,,pending rental,6327.45,,,,Client,kristen.cox5628@example.com,"Cox, Kristen",Landlord,
T-NY-2021-0154,"212 Jenny Brooks, Long Island City, NY",NY,Rent,2021-05-30,2021-07-04,,pending rental,6327.45,,,,Client,cassandra.collins9638@example.com,"Collins, Cassandra",Tenant,
T-NY-2021-0154,"212 Jenny Brooks, Long Island City, NY",NY,Rent,2021-05-30,2021-07-04,,pending rental,6327.45,,,,Client,ivan.fernandez1109@example.com,"Fernandez, Ivan",Tenant,
T-NY-2021-0165,"338 Clark Mountains, Brooklyn, NY",NY,Rent,2021-05-27,2021-07-06,2021-07-16,rented,4918.4,4928.97,2205.55,847.6,Agent,erica.rogers3495@dreamhomes.com,"Rogers, Erica",Landlord Agent,238.09
T-NY-2021-0165,"338 Clark Mountains, Brooklyn, NY",NY,Rent,2021-05-27,2021-07-06,2021-07-16,rented,4918.4,4928.97,2205.55,847.6,Agent,crystal.powell2551@dreamhomes.com,"Powell, Crystal",Tenant Agent,274.64
T-NY-2021-0165,"338 Clark Mountains, Brooklyn, NY",NY,Rent,2021-05-27,2021-07-06,2021-07-16,rented,4918.4,4928.97,2205.55,847.6,Client,chris.brewer3109@example.com,"Brewer, Chris",Landlord,
T-NY-2021-0165,"338 Clark Mountains, Brooklyn, NY",NY,Rent,2021-05-27,2021-07-06,2021-07-16,rented,4918.4,4928.97,2205.55,847.6,Client,jesse.kane9072@example.com,"Kane, Jesse",Tenant,
T-CT-2021-0172,"726 Moore Mission, New Haven, CT",CT,Rent,2021-05-30,2021-07-10,2021-07-17,rented,2590.66,2624.82,3177.93,260.14,Agent,donna.meadows3689@dreamhomes.com,"Meadows, Donna",Landlord Agent,156.75
T-CT-2021-0172,"726 Moore Mission, New Haven, CT",CT,Rent,2021-05-30,2021-07-10,2021-07-17,rented,2590.66,2624.82,3177.93,260.14,Agent,vanessa.gomez6042@dreamhomes.com,"Gomez, Vanessa",Tenant Agent,157.92
T-CT-2021-0172,"726 Moore Mission, New Haven, CT",CT,Rent,2021-05-30,2021-07-10,2021-07-17,rented,2590.66,2624.82,3177.93,260.14,Client,sarah.armstrong4883@example.com,"Armstrong, Sarah",Landlord,
T-CT-2021-0172,"726 Moore Mission, New Haven, CT",CT,Rent,2021-05-30,2021-07-10,2021-07-17,rented,2590.66,2624.82,3177.93,260.14,Client,jeffery.smith7042@example.com,"Smith, Jeffery",Tenant,
T-CT-2021-0048,"617 Allen Mills, Greenwich, CT",CT,Sale,2021-06-13,2021-07-11,2021-09-02,sold,829050.27,880069.51,2564.76,1060.2,Agent,sheila.byrd4387@dreamhomes.com,"Byrd, Sheila",Buyer Agent,24458.08
T-CT-2021-0048,"617 Allen Mills, Greenwich, CT",CT,Sale,2021-06-13,2021-07-11,2021-09-02,sold,829050.27,880069.51,2564.76,1060.2,Agent,vanessa.gomez6042@dreamhomes.com,"Gomez, Vanessa",Seller Agent,22129.07
T-CT-2021-0048,"617 Allen Mills, Greenwich, CT",CT,Sale,2021-06-13,2021-07-11,2021-09-02,sold,829050.27,880069.51,2564.76,1060.2,Client,jeffery.smith7042@example.com,"Smith, Jeffery",Buyer,
T-CT-2021-0048,"617 Allen Mills, Greenwich, CT",CT,Sale,2021-06-13,2021-07-11,2021-09-02,sold,829050.27,880069.51,2564.76,1060.2,Client,travis.robinson7859@example.com,"Robinson, Travis",Seller,
T-NJ-2021-0063,"516 Beverly Port, Newark, NJ",NJ,Sale,2021-07-05,2021-07-20,2021-09-08,sold,556434.41,571477.31,2786.72,1275.31,Agent,julia.roberson8712@dreamhomes.com,"Roberson, Julia",Buyer Agent,13230.16
T-NJ-2021-0063,"516 Beverly Port, Newark, NJ",NJ,Sale,2021-07-05,2021-07-20,2021-09-08,sold,556434.41,571477.31,2786.72,1275.31,Agent,bryan.riddle4780@dreamhomes.com,"Riddle, Bryan",Seller Agent,13833.85
T-NJ-2021-0063,"516 Beverly Port, Newark, NJ",NJ,Sale,2021-07-05,2021-07-20,2021-09-08,sold,556434.41,571477.31,2786.72,1275.31,Client,david.rodriguez7820@example.com,"Rodriguez, David",Buyer,
T-NJ-2021-0063,"516 Beverly Port, Newark, NJ",NJ,Sale,2021-07-05,2021-07-20,2021-09-08,sold,556434.41,571477.31,2786.72,1275.31,Client,kristen.cox5628@example.com,"Cox, Kristen",Seller,
T-NY-2021-0169,"144 Bell Avenue, Brooklyn, NY",NY,Rent,2021-06-21,2021-07-27,,pending rental,5510.59,,,,Agent,crystal.powell2551@dreamhomes.com,"Powell, Crystal",Landlord Agent,
T-NY-2021-0169,"144 Bell Avenue, Brooklyn, NY",NY,Rent,2021-06-21,2021-07-27,,pending rental,5510.59,,,,Agent,jill.carrillo7109@dreamhomes.com,"Carrillo, Jill",Tenant Agent,
T-NY-2021-0169,"144 Bell Avenue, Brooklyn, NY",NY,Rent,2021-06-21,2021-07-27,,pending rental,5510.59,,,,Client,kyle.hall3355@example.com,"Hall, Kyle",Landlord,
T-NY-2021-0169,"144 Bell Avenue, Brooklyn, NY",NY,Rent,2021-06-21,2021-07-27,,pending rental,5510.59,,,,Client,kristen.cox5628@example.com,"Cox, Kristen",Tenant,
T-NY-2021-0169,"144 Bell Avenue, Brooklyn, NY",NY,Rent,2021-06-21,2021-07-27,,pending rental,5510.59,,,,Client,sarah.armstrong4883@example.com,"Armstrong, Sarah",Tenant,
T-NJ-2021-0052,"397 Yolanda Branch, Edgewater, NJ",NJ,Sale,2021-07-16,2021-08-11,,cancelled sale,1091536.67,,,,Agent,kristen.woods6052@dreamhomes.com,"Woods, Kristen",Buyer Agent,
T-NJ-2021-0052,"397 Yolanda Branch, Edgewater, NJ",NJ,Sale,2021-07-16,2021-08-11,,cancelled sale,1091536.67,,,,Agent,janet.kim9646@dreamhomes.com,"Kim, Janet",Seller Agent,
T-NJ-2021-0052,"397 Yolanda Branch, Edgewater, NJ",NJ,Sale,2021-07-16,2021-08-11,,cancelled sale,1091536.67,,,,Client,travis.robinson7859@example.com,"Robinson, Travis",Buyer,
T-NJ-2021-0052,"397 Yolanda Branch, Edgewater, NJ",NJ,Sale,2021-07-16,2021-08-11,,cancelled sale,1091536.67,,,,Client,cassandra.collins9638@example.com,"Collins, Cassandra",Seller,
T-CT-2021-0155,"713 Tran Course, Greenwich, CT",CT,Rent,2021-07-28,2021-08-27,,expired,2636.6,,,,Agent,jennifer.tran397@dreamhomes.com,"Tran, Jennifer",Landlord Agent,
T-CT-2021-0155,"713 Tran Course, Greenwich, CT",CT,Rent,2021-07-28,2021-08-27,,expired,2636.6,,,,Agent,donna.meadows3689@dreamhomes.com,"Meadows, Donna",Tenant Agent,
T-CT-2021-0155,"713 Tran Course, Greenwich, CT",CT,Rent,2021-07-28,2021-08-27,,expired,2636.6,,,,Client,michele.ramirez8429@example.com,"Ramirez, Michele",Landlord,
T-CT-2021-0171,"640 Brian Avenue, Greenwich, CT",CT,Rent,2021-07-12,2021-08-30,2021-09-11,rented,4659.31,4789.87,1945.39,1552.3,Agent,jennifer.tran397@dreamhomes.com,"Tran, Jennifer",Landlord Agent,255.42
T-CT-2021-0171,"640 Brian Avenue, Greenwich, CT",CT,Rent,2021-07-12,2021-08-30,2021-09-11,rented,4659.31,4789.87,1945.39,1552.3,Agent,donna.meadows3689@dreamhomes.com,"Meadows, Donna",Tenant Agent,286.96
T-CT-2021-0171,"640 Brian Avenue, Greenwich, CT",CT,Rent,2021-07-12,2021-08-30,2021-09-11,rented,4659.31,4789.87,1945.39,1552.3,Client,kristen.cox5628@example.com,"Cox, Kristen",Landlord,
T-CT-2021-0171,"640 Brian Avenue, Greenwich, CT",CT,Rent,2021-07-12,2021-08-30,2021-09-11,rented,4659.31,4789.87,1945.39,1552.3,Client,chris.brewer3109@example.com,"Brewer, Chris",Tenant,
T-CT-2021-0171,"640 Brian Avenue, Greenwich, CT",CT,Rent,2021-07-12,2021-08-30,2021-09-11,rented,4659.31,4789.87,1945.39,1552.3,Client,ivan.fernandez1109@example.com,"Fernandez, Ivan",Tenant,
T-CT-2021-0066,"652 Holder Mews, Norwalk, CT",CT,Sale,2021-08-11,2021-09-02,2021-10-06,sold,1102093.09,1127053.22,1823.48,321.57,Agent,tina.ramirez1373@dreamhomes.com,"Ramirez, Tina",Buyer Agent,29449.57
T-CT-2021-0066,"652 Holder Mews, Norwalk, CT",CT,Sale,2021-08-11,2021-09-02,2021-10-06,sold,1102093.09,1127053.22,1823.48,321.57,Agent,sheila.byrd4387@dreamhomes.com,"Byrd, Sheila",Seller Agent,25807.27
T-CT-2021-0066,"652 Holder Mews, Norwalk, CT",CT,Sale,2021-08-11,2021-09-02,2021-10-06,sold,1102093.09,1127053.22,1823.48,321.57,Client,catherine.payne4177@example.com,"Payne, Catherine",Buyer,
T-CT-2021-0066,"652 Holder Mews, Norwalk, CT",CT,Sale,2021-08-11,2021-09-02,2021-10-06,sold,1102093.09,1127053.22,1823.48,321.57,Client,roberto.yates4694@example.com,"Yates, Roberto",Buyer,
T-CT-2021-0066,"652 Holder Mews, Norwalk, CT",CT,Sale,2021-08-11,2021-09-02,2021-10-06,sold,1102093.09,1127053.22,1823.48,321.57,Client,chris.brewer3109@example.com,"Brewer, Chris",Seller,
T-CT-2021-0170,"786 Lauren Junctions, Greenwich, CT",CT,Rent,2021-08-10,2021-09-21,2021-10-01,rented,4727.81,4719.37,2415.23,158.47,Agent,katherine.miller6806@dreamhomes.com,"Miller, Katherine",Landlord Agent,341.11
T-CT-2021-0170,"786 Lauren Junctions, Greenwich, CT",CT,Rent,2021-08-10,2021-09-21,2021-10-01,rented,4727.81,4719.37,2415.23,158.47,Agent,vanessa.gomez6042@dreamhomes.com,"Gomez, Vanessa",Tenant Agent,333.87
T-CT-2021-0170,"786 Lauren Junctions, Greenwich, CT",CT,Rent,2021-08-10,2021-09-21,2021-10-01,rented,4727.81,4719.37,2415.23,158.47,Client,michele.ramirez8429@example.com,"Ramirez, Michele",Landlord,
T-CT-2021-0170,"786 Lauren Junctions, Greenwich, CT",CT,Rent,2021-08-10,2021-09-21,2021-10-01,rented,4727.81,4719.37,2415.23,158.47,Client,kyle.hall3355@example.com,"Hall, Kyle",Tenant,
T-CT-2021-0047,"760 Chang Lodge, Bridgeport, CT",CT,Sale,2021-09-05,2021-09-25,2021-11-17,sold,837837.62,886039.02,1691.2,1145.12,Agent,jennifer.tran397@dreamhomes.com,"Tran, Jennifer",Buyer Agent,18330.77
T-CT-2021-0047,"760 Chang Lodge, Bridgeport, CT",CT,Sale,2021-09-05,2021-09-25,2021-11-17,sold,837837.62,886039.02,1691.2,1145.12,Agent,donna.meadows3689@dreamhomes.com,"Meadows, Donna",Seller Agent,18611.35
T-CT-2021-0047,"760 Chang Lodge, Bridgeport, CT",CT,Sale,2021-09-05,2021-09-25,2021-11-17,sold,837837.62,886039.02,1691.2,1145.12,Client,catherine.payne4177@example.com,"Payne, Catherine",Buyer,
T-CT-2021-0047,"760 Chang Lodge, Bridgeport, CT",CT,Sale,2021-09-05,2021-09-25,2021-11-17,sold,837837.62,886039.02,1691.2,1145.12,Client,cassandra.collins9638@example.com,"Collins, Cassandra",Buyer,
T-CT-2021-0047,"760 Chang Lodge, Bridgeport, CT",CT,Sale,2021-09-05,2021-09-25,2021-11-17,sold,837837.62,886039.02,1691.2,1145.12,Client,kristen.cox5628@example.com,"Cox, Kristen",Seller,
T-CT-2021-0049,"602 Adriana Cape, Greenwich, CT",CT,Sale,2021-09-21,2021-09-28,2021-10-29,sold,1085598.93,1154246.75,3170.22,535.57,Agent,joshua.best1119@dreamhomes.com,"Best, Joshua",Buyer Agent,33868.48
T-CT-2021-0049,"602 Adriana Cape, Greenwich, CT",CT,Sale,2021-09-21,2021-09-28,2021-10-29,sold,1085598.93,1154246.75,3170.22,535.57,Agent,katherine.miller6806@dreamhomes.com,"Miller, Katherine",Seller Agent,28813.93
T-CT-2021-0049,"602 Adriana Cape, Greenwich, CT",CT,Sale,2021-09-21,2021-09-28,2021-10-29,sold,1085598.93,1154246.75,3170.22,535.57,Client,melissa.ross1428@example.com,"Ross, Melissa",Buyer,
T-CT-2021-0049,"602 Adriana Cape, Greenwich, CT",CT,Sale,2021-09-21,2021-09-28,2021-10-29,sold,1085598.93,1154246.75,3170.22,535.57,Client,david.rodriguez7820@example.com,"Rodriguez, David",Buyer,
T-CT-2021-0049,"602 Adriana Cape, Greenwich, CT",CT,Sale,2021-09-21,2021-09-28,2021-10-29,sold,1085598.93,1154246.75,3170.22,535.57,Client,mark.snow7495@example.com,"Snow, Mark",Seller,
T-NJ-2021-0168,"433 Hannah Circles, Newark, NJ",NJ,Rent,2021-08-14,2021-10-02,2021-10-07,rented,2613.87,2607.32,1610.95,1253.57,Agent,janet.kim9646@dreamhomes.com,"Kim, Janet",Landlord Agent,105.0
T-NJ-2021-0168,"433 Hannah Circles, Newark, NJ",NJ,Rent,2021-08-14,2021-10-02,2021-10-07,rented,2613.87,2607.32,1610.95,1253.57,Agent,julia.roberson8712@dreamhomes.com,"Roberson, Julia",Tenant Agent,111.99
T-NJ-2021-0168,"433 Hannah Circles, Newark, NJ",NJ,Rent,2021-08-14,2021-10-02,2021-10-07,rented,2613.87,2607.32,1610.95,1253.57,Client,michele.ramirez8429@example.com,"Ramirez, Michele",Landlord,
T-NJ-2021-0168,"433 Hannah Circles, Newark, NJ",NJ,Rent,2021-08-14,2021-10-02,2021-10-07,rented,2613.87,2607.32,1610.95,1253.57,Client,jeffery.smith7042@example.com,"Smith, Jeffery",Tenant,
T-CT-2021-0174,"786 Lauren Junctions, Greenwich, CT",CT,Rent,2021-08-28,2021-10-18,2021-11-07,rented,4690.08,4750.03,2014.42,1097.54,Agent,vanessa.gomez6042@dreamhomes.com,"Gomez, Vanessa",Landlord Agent,293.56
T-CT-2021-0174,"786 Lauren Junctions, Greenwich, CT",CT,Rent,2021-08-28,2021-10-18,2021-11-07,rented,4690.08,4750.03,2014.42,1097.54,Agent,katherine.miller6806@dreamhomes.com,"Miller, Katherine",Tenant Agent,306.95
T-CT-2021-0174,"786 Lauren Junctions, Greenwich, CT",CT,Rent,2021-08-28,2021-10-18,2021-11-07,rented,4690.08,4750.03,2014.42,1097.54,Client,roberto.yates4694@example.com,"Yates, Roberto",Landlord,
T-CT-2021-0174,"786 Lauren Junctions, Greenwich, CT",CT,Rent,2021-08-28,2021-10-18,2021-11-07,rented,4690.08,4750.03,2014.42,1097.54,Client,eric.silva9746@example.com,"Silva, Eric",Tenant,
T-CT-2021-0174,"786 Lauren Junctions, Greenwich, CT",CT,Rent,2021-08-28,2021-10-18,2021-11-07,rented,4690.08,4750.03,2014.42,1097.54,Client,blake.miller5098@example.com,"Miller, Blake",Tenant,
T-CT-2021-0162,"738 Warren Terrace, New Haven, CT",CT,Rent,2021-09-20,2021-10-31,2021-11-14,rented,3846.48,3904.97,1978.84,1554.19,Agent,katherine.miller6806@dreamhomes.com,"Miller, Katherine",Landlord Agent,217.11
T-CT-2021-0162,"738 Warren Terrace, New Haven, CT",CT,Rent,2021-09-20,2021-10-31,2021-11-14,rented,3846.48,3904.97,1978.84,1554.19,Agent,joshua.best1119@dreamhomes.com,"Best, Joshua",Tenant Agent,265.29
T-CT-2021-0162,"738 Warren Terrace, New Haven, CT",CT,Rent,2021-09-20,2021-10-31,2021-11-14,rented,3846.48,3904.97,1978.84,1554.19,Client,david.rodriguez7820@example.com,"Rodriguez, David",Landlord,
T-CT-2021-0162,"738 Warren Terrace, New Haven, CT",CT,Rent,2021-09-20,2021-10-31,2021-11-14,rented,3846.48,3904.97,1978.84,1554.19,Client,kyle.hall3355@example.com,"Hall, Kyle",Tenant,
T-CT-2021-0162,"738 Warren Terrace, New Haven, CT",CT,Rent,2021-09-20,2021-10-31,2021-11-14,rented,3846.48,3904.97,1978.84,1554.19,Client,erica.lynch3304@example.com,"Lynch, Erica",Tenant,
T-CT-2021-0167,"666 Romero Wells, Greenwich, CT",CT,Rent,2021-09-22,2021-11-03,2021-11-21,rented,4392.69,4376.54,2392.83,1000.95,Agent,katherine.miller6806@dreamhomes.com,"Miller, Katherine",Landlord Agent,306.08
T-CT-2021-0167,"666 Romero Wells, Greenwich, CT",CT,Rent,2021-09-22,2021-11-03,2021-11-21,rented,4392.69,4376.54,2392.83,1000.95,Agent,jennifer.tran397@dreamhomes.com,"Tran, Jennifer",Tenant Agent,261.24
T-CT-2021-0167,"666 Romero Wells, Greenwich, CT",CT,Rent,2021-09-22,2021-11-03,2021-11-21,rented,4392.69,4376.54,2392.83,1000.95,Client,cassandra.collins9638@example.com,"Collins, Cassandra",Landlord,
T-CT-2021-0167,"666 Romero Wells, Greenwich, CT",CT,Rent,2021-09-22,2021-11-03,2021-11-21,rented,4392.69,4376.54,2392.83,1000.95,Client,jesse.kane9072@example.com,"Kane, Jesse",Tenant,
T-CT-2021-0167,"666 Romero Wells, Greenwich, CT",CT,Rent,2021-09-22,2021-11-03,2021-11-21,rented,4392.69,4376.54,2392.83,1000.95,Client,roberto.yates4694@example.com,"Yates, Roberto",Tenant,
T-CT-2021-0057,"640 Brian Avenue, Greenwich, CT",CT,Sale,2021-10-14,2021-11-04,2021-11-26,sold,1104176.5,1129020.12,2626.43,1316.42,Agent,sheila.byrd4387@dreamhomes.com,"Byrd, Sheila",Buyer Agent,31466.49
T-CT-2021-0057,"640 Brian Avenue, Greenwich, CT",CT,Sale,2021-10-14,2021-11-04,2021-11-26,sold,1104176.5,1129020.12,2626.43,1316.42,Agent,donna.meadows3689@dreamhomes.com,"Meadows, Donna",Seller Agent,30372.52
T-CT-2021-0057,"640 Brian Avenue, Greenwich, CT",CT,Sale,2021-10-14,2021-11-04,2021-11-26,sold,1104176.5,1129020.12,2626.43,1316.42,Client,catherine.payne4177@example.com,"Payne, Catherine",Buyer,
T-CT-2021-0057,"640 Brian Avenue, Greenwich, CT",CT,Sale,2021-10-14,2021-11-04,2021-11-26,sold,1104176.5,1129020.12,2626.43,1316.42,Client,sarah.armstrong4883@example.com,"Armstrong, Sarah",Seller,
T-NJ-2021-0055,"510 Jackson Orchard, Jersey City, NJ",NJ,Sale,2021-10-22,2021-11-16,2021-12-31,sold,1061145.33,1117858.85,3152.02,686.91,Agent,julia.roberson8712@dreamhomes.com,"Roberson, Julia",Buyer Agent,26179.98
T-NJ-2021-0055,"510 Jackson Orchard, Jersey City, NJ",NJ,Sale,2021-10-22,2021-11-16,2021-12-31,sold,1061145.33,1117858.85,3152.02,686.91,Agent,bryan.riddle4780@dreamhomes.com,"Riddle, Bryan",Seller Agent,21907.47
T-NJ-2021-0055,"510 Jackson Orchard, Jersey City, NJ",NJ,Sale,2021-10-22,2021-11-16,2021-12-31,sold,1061145.33,1117858.85,3152.02,686.91,Client,erica.lynch3304@example.com,"Lynch, Erica",Buyer,
T-NJ-2021-0055,"510 Jackson Orchard, Jersey City, NJ",NJ,Sale,2021-10-22,2021-11-16,2021-12-31,sold,1061145.33,1117858.85,3152.02,686.91,Client,kyle.hall3355@example.com,"Hall, Kyle",Seller,
